Year,State,District,Reg.No,Donor_s_no,Donor_Name,Donor_type,Donor_Address,Purpose,Amount (INR)
2017-2018,Delhi,Delhi,231650411,36,LEONARD CHESHIRE DISABLITY,Institutional,"SOUTH ASIA REGIONAL OFFICE, PRESTIGE ARTIUM 3 208 209, CENTRAL STREET, SHIVAJI NAGAR, BANGALORE - 560 001 , India, Email Id: info@lcdsouthasia.org, Website Address : http://leonardcheshire.o rg",Social,356000
2017-2018,Delhi,Delhi,231650411,37,CEDAR FUND,Institutional,"RM 504 5/F RIGHTFUL CENTRE, 12 TAK HING STREET, YAUMATI KLN, HONGKONG , Hong Kong, Email Id: serena@cedarfund.org, Website Address : http://cedarfund.org",Social,7194830
2017-2018,Delhi,Delhi,231650411,38,TEAR AUSTRALIA,Institutional,"UNIT-1, 4 SOLWOOD, LANE, BLACKBURN 3130, AUSTRALIA , Australia, Email Id: paul.hansen@tear.org.a u, Website Address :",Social,10790183
2017-2018,Delhi,Delhi,231650411,39,JUSTICE VENTURES INTERNATIONAL,Institutional,"P.O BOX 2834, WASHINGTON, DC 20013 2834 , United States of America, Email Id: infor@justiceventures. org, Website Address : http://www.justicevent ures.org",Social,324200
2017-2018,Delhi,Delhi,231650411,40,CEDAR FUND,Institutional,"RM 504 5/F RIGHTFUL CENTRE, 12 TAK HING STREET, YAUMATI KLN, HONGKONG , Hong Kong, Email Id: serena@cedarfund.org, Website Address : http://cedarfund.org",Social,16264247
2017-2018,Delhi,Delhi,231650411,41,CANADIAN FOOD GRAIN BANK,Institutional,"P.O BOX NO.767,WINNIPEG, MB, R3C, 2L4 , A Canada, Email Id: cfgb@foodgrainsbank. ca, Website Address :",Social,8163951
2017-2018,Delhi,Delhi,231650411,42,ERIKS,Institutional,"e ERIKSHJALPEN, BERGMOSSEVAGEN m 5, PO BOX-1, HOLSBYBRUNN, 57015, SWEDEN , oSweden, Email Id: roland.nissfolk@eriksd evelopment.org, Website Address : http://erikshjalpen.se",Social,8363226
2017-2018,Delhi,Delhi,231650411,43,CEDAR FUND r,Institutional,"RM 504 5/F RIGHTFUL CENTRE, 12 TAK HING STREET, YAUMATI KLN, HONGKONG , Hong Kong, Email Id: serena@cedarfund.org, Website Address : http://cedarfund.org",Social,669195
2017-2018,Delhi,Delhi,231650411,44,t s SEL FRANCE i n,Institutional,"157, RUE DES BLAINS 92220 BAGNEUX , France, Email Id: iduval@selfrance.org, Website Address :",Social,116239.24
2017-2018,Delhi,Delhi,231650411,45,i M TEARFUND,Institutional,"100, CHURCH ROAD, TEDDINGTON, TWII 8QE, UNITED KINGDOM , United Kingdom, Email Id: , Website Address : http://www.tearfund.or g",Social,3820867
2017-2018,Delhi,Delhi,231650411,46,TEAR AUSTRALIA,Institutional,"UNIT-1, 4 SOLWOOD, LANE, BLACKBURN 3130, AUSTRALIA , Australia, Email Id: paul.hansen@tear.org.a u, Website Address :",Social,1506135
2017-2018,Delhi,Delhi,231650411,47,WORLD RENEW,Institutional,"3478, MAINWAY, P.O BOX, 5070 STN LCD-1, BURLINGTON ON CA L7R 3Y8 , Canada, Email Id: kdaring@worldrenew.n et, Website Address :",Social,566904
2017-2018,Delhi,Delhi,231650411,48,CANADIAN FOOD GRAIN BANK,Institutional,"P.O BOX NO.767,WINNIPEG, MB, R3C, 2L4 , Canada, Email Id: cfgb@foodgrainsbank. ca, Website Address :",Social,2985255
2017-2018,Delhi,Delhi,231650411,49,TEAR FUND NEW ZEALAND,Institutional,"P.O BOX, 8315, AUCKLAND, NEW ZEALAND , New Zealand, Email Id: gpayments@tearfund.o rg.nz, Website Address :",Social,1301807
2017-2018,Delhi,Delhi,231650411,50,SUMMER INSTITUTE OF LINGUISTICS,Institutional,"BRANCHES ACCOUNT VPF OFFICE, 7500, W CAMP WISDOM ROAD, DALLAS TX 75236 , United States of America, Email Id: info-sil@sil.org, Website Address : http://sil.org",Social,24630
2017-2018,Delhi,Delhi,231650411,51,WORLD RENEW,Institutional,"3478, MAINWAY, P.O BOX, 5070 STN LCD-1, BURLINGTON ON CA L7R 3Y8 , Canada, Email Id: kdaring@worldrenew.n et, Website Address :",Social,1310080
2017-2018,Delhi,Delhi,231650411,52,TEAR AUSTRALIA,Institutional,"UNIT-1, 4 SOLWOOD, LANE, BLACKBURN 3130, A AUSTRALIA , Australia, Email Id: paul.hansen@tear.org.a u, Website Address :",Social,2578616
2017-2018,Delhi,Delhi,231650411,53,TEAR AUSTRALIA,Institutional,"e UNIT-1, 4 m SOLWOOD, LANE, BLACKBURN 3130, AUSTRALIA , oAustralia, Email Id: paul.hansen@tear.org.a u, Website Address :",Social,2031531
2017-2018,Delhi,Delhi,231650411,54,TEARFUND,Institutional,"100, CHURCH ROAD, TEDDINGTON, TWII 8QE, UNITED KINGDOM , United Kingdom, Email Id: , Website Address : http://www.tearfund.or g",Social,2486925
2017-2018,Delhi,Delhi,231650411,55,CANADIAN FOODr GRAIN BANKt s,Institutional,"P.O BOX NO.767,WINNIPEG, MB, R3C, 2L4 , Canada, Email Id: cfgb@foodgrainsbank. ca, Website Address :",Social,2893256
2017-2018,Delhi,Delhi,231650411,56,i n LEONARD CiHESHIRE MDISABLITY,Institutional,"SOUTH ASIA REGIONAL OFFICE, PRESTIGE ARTIUM 3 208 209, CENTRAL STREET, SHIVAJI NAGAR, BANGALORE - 560 001 , India, Email Id: info@lcdsouthasia.org, Website Address : http://leonardcheshire.o rg",Social,341000
2017-2018,Delhi,Delhi,231650411,57,TEARFUND,Institutional,"100, CHURCH ROAD, TEDDINGTON, TWII 8QE, UNITED KINGDOM , United Kingdom, Email Id: , Website Address : http://www.tearfund.or g",Social,3868138
2017-2018,Delhi,Delhi,231650411,58,TEARFUND,Institutional,"100, CHURCH ROAD, TEDDINGTON, TWII 8QE, UNITED KINGDOM , United Kingdom, Email Id: , Website Address : http://www.tearfund.or g",Social,3314600
2017-2018,Delhi,Delhi,231650411,59,TEAR AUSTRALIA,Institutional,"UNIT-1, 4 SOLWOOD, LANE, BLACKBURN 3130, AUSTRALIA , Australia, Email Id: paul.hansen@tear.org.a u, Website Address :",Social,44544
2017-2018,Delhi,Delhi,231650411,60,SEL FRANCE,Institutional,"157, RUE DES BLAINS 92220 BAGNEUX , France, Email Id: iduval@selfrance.org, Website Address :",Social,111964.72
2017-2018,Delhi,Delhi,231650411,61,TEAR AUSTRALIA,Institutional,"UNIT-1, 4 SOLWOOD, LANE, BLACKBURN 3130, AUSTRALIA , Australia, Email Id: paul.hansen@tear.org.a u, Website Address :",Social,8042599
2017-2018,Delhi,Delhi,231650411,62,WORLD RELIEF CANADA,Institutional,"400-393 PRTAGE AVE. POST BOX 767,STN MAIN WINNIPEG, MB R3C2L4 , Canada, Email Id: , Website Address :",Social,39410
2017-2018,Delhi,Delhi,231650411,63,LAKARMISSIONEN,Institutional,"SIKTGATAN 8, 16A2 88, VALLINGBY, STOCKHOLM   SWEDEN , Sweden, e Email Id: koolash@lakarmission en.se, Website Address :",Social,3276794.53
2017-2018,Delhi,Delhi,231650411,64,JUSTICE VENTURES INTERNATIONAL,Institutional,"m oP.O BOX 2834, WASHINGTON, DC 20013 2834 , United States of America, Email Id: infor@justiceventures. org, Website Address : http://www.justicevent ures.org",Social,380289
2017-2018,Delhi,Delhi,231650411,65,CEDAR FUND r t s,Institutional,"RM 504 5/F RIGHTFUL CENTRE, 12 TAK HING STREET, YAUMATI KLN, HONGKONG , Hong Kong, Email Id: serena@cedarfund.org, Website Address : http://cedarfund.org",Social,634134
2017-2018,Delhi,Delhi,231650411,66,i n TEAR AUSTRALIA i M,Institutional,"UNIT-1, 4 SOLWOOD, LANE, BLACKBURN 3130, AUSTRALIA , Australia, Email Id: paul.hansen@tear.org.a u, Website Address :",Social,31850
2017-2018,Delhi,Delhi,231650411,67,WORLD RENEW,Institutional,"3478, MAINWAY, P.O BOX, 5070 STN LCD-1, BURLINGTON ON CA L7R 3Y8 , Canada, Email Id: kdaring@worldrenew.n et, Website Address :",Social,104076
2017-2018,Delhi,Delhi,231650411,68,CHRISTIAN MEDICAL ASSOCIATION OF INDIA,Institutional,"A-3, LOCAL SHOPPING CENTRE, JANAKPURI, NEW DELHI - 110058 , India, Email Id: cmai@cmai.org, Website Address :",Social,662970
2017-2018,Delhi,Delhi,231650411,69,LEONARD CHESHIRE DISABLITY,Institutional,"SOUTH ASIA REGIONAL OFFICE, PRESTIGE ARTIUM 3 208 209, CENTRAL STREET, SHIVAJI NAGAR, BANGALORE - 560 001 , India, Email Id: info@lcdsouthasia.org, Website Address : http://leonardcheshire.o rg",Social,592000
2017-2018,Delhi,Delhi,231650411,70,LEONARD CHESHIRE DISABLITY,Institutional,"SOUTH ASIA REGIONAL OFFICE, PRESTIGE ARTIUM 3 208 209, CENTRAL STREET, SHIVAJI NAGAR, BANGALORE - 560 001 , India, Email Id: info@lcdsouthasia.org, Website Address : http://leonardcheshire.o rg",Social,493000
2017-2018,Delhi,Delhi,231650411,71,TEAR AUSTRALIA,Institutional,"UNIT-1, 4 SOLWOOD, LANE, BLACKBURN 3130, AUSTRALIA , Australia, Email Id: paul.hansen@tear.org.a u, Website Address :",Social,1693388
2017-2018,Delhi,Delhi,231650411,72,LEONARD CHESHIRE DISABLITY,Institutional,"SOUTH ASIA REGIONAL OFFICE, PRESTIGE ARTIUM 3 208 209, CENTRAL STREET, SHIVAJI NAGAR, BANGALORE - 560 001 , India, Email Id: info@lcdsouthasia.org, Website Address : A http://leonardcheshire.o rg",Social,196000
2017-2018,Delhi,Delhi,231650411,73,WORLD RELIEF CANADA,Institutional,"400-393 PReTAGE AVE. POST BOX 767,STmN MAIN WINNIPEG, MB R3C2L4 , Canada, Email Id: , Website Address :",Social,1478700
2017-2018,Delhi,Delhi,231650411,74,MEDICAL AMBASSADORS,Institutional,"o PREM NAGAR, DEHRADUN, UTTARAKHAND 248007 , India, Email Id: , Website Address : http://www.medicalam bassadors.org",Social,30000
2017-2018,Delhi,Delhi,231650411,75,CEDAR FUND r t s i,Institutional,"RM 504 5/F RIGHTFUL CENTRE, 12 TAK HING STREET, YAUMATI KLN, HONGKONG , Hong Kong, Email Id: serena@cedarfund.org, Website Address : http://cedarfund.org",Social,783850
2017-2018,Delhi,Delhi,231650411,76,n EiRIKS M,Institutional,"ERIKSHJALPEN, BERGMOSSEVAGEN 5, PO BOX-1, HOLSBYBRUNN, 57015, SWEDEN , Sweden, Email Id: roland.nissfolk@eriksd evelopment.org, Website Address : http://erikshjalpen.se",Social,1499367.5
2017-2018,Delhi,Delhi,231650411,77,THE HANS FOUNDATION,Institutional,"C301 3rd Floor Hudco Place Andrews Ganj , Ansal Plaza,Khel Gaon Marg New Delhi 110049 , India, Email Id: info@thfmail.com, Website Address :",Social,1104270
2017-2018,Delhi,Delhi,231650411,78,LEONARD CHESHIRE DISABLITY,Institutional,"SOUTH ASIA REGIONAL OFFICE, PRESTIGE ARTIUM 3 208 209, CENTRAL STREET, SHIVAJI NAGAR, BANGALORE - 560 001 , India, Email Id: info@lcdsouthasia.org, Website Address : http://leonardcheshire.o rg",Social,490000
2017-2018,Delhi,Delhi,231650411,79,TEAR AUSTRALIA,Institutional,"UNIT-1, 4 SOLWOOD, LANE, BLACKBURN 3130, AUSTRALIA , Australia, Email Id: paul.hansen@tear.org.a u, Website Address :",Social,9681141
2017-2018,Delhi,Delhi,231650411,80,LAKARMISSIONEN,Institutional,"SIKTGATAN 8, 162 88, VALLINGBY, STOCKHOLM SWEDEN , Sweden, Email Id: koolash@lakarmission en.se, Website Address :",Social,2316339
2017-2018,Delhi,Delhi,231650411,81,ERIKS,Institutional,"ERIKSHJALPEN, BERGMOSSEVAGEN 5, PO BOX-1, HOLSBYBRUNN, 57015, SWEDEN , Sweden, Email Id: roland.nissfolk@eriksd evelopment.org, Website Address : http://erikshjalpen.se",Social,2399367.5
2017-2018,Delhi,Delhi,231650411,82,CEDAR FUND,Institutional,"RM 504 5/F RIGHTFUL CENTRE, 12 TAK HING A STREET, YAUMATI KLN, HONGKONG , Hong Kong, E mail Id: serena@ceedarfund.org, Website Address : http://cedarfund.org",Social,2692524
2017-2018,Delhi,Delhi,231660968,1,Mr Piero Hug r t,Individual,"Sedelberg, 9615 Dietfurt, Switzerland , Switzerland, Email Id: sandrasatyaschoenenbe rger@gmail.com, Website Address :",Educational,500000
2017-2018,Delhi,Delhi,231660968,2,s i Rajendra and Pratibha n Modi Family Foundation i M,Institutional,"1900 Sherwood Glen, Bloomfield Hills, MI 48302 USA , United States of America, Email Id: modi_50@yahoo.com, Website Address :",Educational,124997
2017-2018,Delhi,Delhi,231660968,3,POU Travel,Institutional,"Ronda del General Mitre, 40, 4 2 , 08017 Barcelona, Spain , Spain, Email Id: pilar@poutravel.com, Website Address :",Educational,44062
2017-2018,Delhi,Delhi,231660968,4,Google,Institutional,"Google, 1600 Amphitheatre Parkway, Mountain View, CA 94043, United States , United States of America, Email Id: , Website Address : https://www.google.org",Educational,30783.91
2017-2018,Delhi,Delhi,231660968,5,Caring Hands for Children,Institutional,"6901 McLaren AveWest Hills, CA 91307,USA , United States ofAmerica , United States of America, Email Id: chhabravindu@yahoo.c om, Website Address : http://www.caringhand forchildren.org",Educational,759719
2017-2018,Delhi,Delhi,231660968,6,Madam Stolz,Institutional,"Pilebrovej 1a Denmark 3730 Nexo Denmark Denmark , Denmark, Email Id: peter@madamstoltz.dk, Website Address : http://www.madamstolt z.dk",Educational,835469
2017-2018,Delhi,Delhi,231650884,1,FARZANA ROOHI r t s,Individual,"520,ROSE LANE, BARTLET IL 60103,USA , United States of America, Email Id: roohif2002@yahoo.co m, Website Address :",Social,64231
2017-2018,Delhi,Delhi,231650446,1,Benevity Foundation,Institutional,"UK, United Kingdom , United Kingdom, Email Id: , Website Address :",Educational,575243
2017-2018,Delhi,Delhi,231650446,2,Sangeeta Mahajan,Individual,"London 27 Dasett Road Londan SE 27 QUF , United Kingdom, Email Id: , Website Address :",Educational,77813
2017-2018,Delhi,Delhi,231650446,3,Nikhilesh Senapati,Individual,"Riotinto Limited 120 Collins Street, Melbourne , Australia, Email Id: , Website Address :",Educational,496438
2017-2018,Delhi,Delhi,231650446,4,Newcastle University,Institutional,"Newcastle Upon Tyne NEI 7 RU , United Kingdom, Email Id: , Website Address :",Social,916554
2017-2018,Delhi,Delhi,231650446,5,The Hans Foundation,Institutional,"E4 Asola Homes Asola Near Shani Dhammandir, Mehrauli , India, Email Id: , Website Address :",Social,6184000
2017-2018,Delhi,Delhi,231650446,6,The Hans Foundation,Institutional,"E4 Asola Homes Asola Near Shani Dhammandir, Mehrauli , India, Email Id: , Website Address :",Educational,6376470
2017-2018,Delhi,Delhi,231650446,7,HIMMOTTHAN SOCIETY,Institutional,"193, Phase II, Vasant Vihar, Dehradun, Pin 248 006 , India, Email Id: , Website Address :",Social,7336772
2017-2018,Delhi,Delhi,231660230,1,Radhakrishna Temple Shyama Ashram r,Institutional,"33 Balham High Road, Balham, London SW 12 , United Kingdom, Email Id: , Website Address :",Social,1920818
2017-2018,Delhi,Delhi,231660230,2,t s Mrs Devyani J Patel i n,Individual,"9 Spareleaze Hill, Loughton, Essex IG10 1BS,U.K. , United Kingdom, Email Id: , Website Address :",Social,44940
2017-2018,Delhi,Delhi,231661220,1,Student Tution fees,Individual,"Thailand , Thailand, Email Id: , Website Address :",Educational,1172283.3
2017-2018,Delhi,Delhi,231661220,2,r t Student Tution Fees,Individual,"Nepal , Nepal, Email Id: , Website Address :",Educational,472130
2017-2018,Delhi,Delhi,231661220,3,s Student iTution fess,Individual,"Afghanistan , Afghanistan, Email Id: , Website Address :",Educational,330807.9
2017-2018,Delhi,Delhi,231660424,1,International Institute for Sustainable r Development,Institutional,"9 Chemin de Balexert, 1219 Chatelaine - Geneva, Switzerland , Switzerland, Email Id: , Website Address :",Social,1443074
2017-2018,Delhi,Delhi,231660424,2,t s Loughborough i University n i,Institutional,"Loughborough, Leicestershire, LE11 3TU, United Kingdom , United Kingdom, Email Id: , Website Address :",Social,1453140
2017-2018,Delhi,Delhi,231660424,3,M International Development Research Centre,Institutional,"IDRC Head Office, 150 Kent Street, Ottawa, Ontario,CANADA K1P 0B2 , Canada, Email Id: , Website Address :",Social,9431333
2017-2018,Delhi,Delhi,231660424,4,American Embassy,Institutional,"Public Affairs Section, American Embassy, 24, Kasturba Gandhi Marg, New Delhi 110001 , India, Email Id: , Website Address :",Social,3207692
2017-2018,Delhi,Delhi,231660424,5,US Agency for International Development,Institutional,"USAID India Regional Office, American Embassy, Chankya Puri, New Delhi 110021 , India, Email Id: , Website Address :",Social,50285826
2017-2018,Delhi,Delhi,231650945,1,WPSI UK via Mactaggart Third Fund r,Institutional,"One Red Place. London W1K 6PL, UK , United Kingdom, Email Id: , Website Address :",Social,1585800
2017-2018,Delhi,Delhi,231650945,2,t s The Fund For The Tiger i,Institutional,"PO Box 2 woodacre, Calfrrnia, USA 94973 , United States of America, Email Id: , Website Address :",Social,5425677
2017-2018,Delhi,Delhi,231650945,3,n i MTerre ET Faune,Institutional,"1/1008 Jouxtens,6/CH/UBS/02 43-G0450020, Switzerland , Switzerland, Email Id: , Website Address :",Social,1496652
2017-2018,Delhi,Delhi,231650945,4,Rufford Foundation,Institutional,"6th Floor 248 Tottenham  Court Road London W1T 7QZ UK , United Kingdom, Email Id: , Website Address :",Social,3211200
2017-2018,Delhi,Delhi,231650945,5,Environmental Investigation Agency,Institutional,"62-63 Upper Street, London, N1 0NY , United Kingdom, Email Id: , Website Address :",Social,240600
2017-2018,Delhi,Delhi,231650945,6,Cecil King Memorial Foundation,Institutional,"12 Mountain Road Newtownards Co.Down BT23 4UL, UK , United Kingdom, Email Id: , Website Address :",Social,421350
2017-2018,Delhi,Delhi,231650945,7,Caroline Harper,Institutional,"Ambersham Near Midhurst Sussex, UK , United Kingdom, Email Id: , Website Address :",Social,20640
2017-2018,Delhi,Delhi,231650945,8,Borgerhoff Mulder,Institutional,"2/49 Addison Road 3GB W14 JH London UK , United Kingdom, Email Id: , Website Address :",Social,145500
2017-2018,Delhi,Delhi,231650945,9,American Himalayan Foundation,Institutional,"909 Montgomery Street, Suite 400 ,San Francisco CA 94133 , United States of America, Email Id: , Website Address :",Social,13664593
2017-2018,Delhi,Delhi,231650945,10,Inchcape Foundation,Institutional,"Murrary Beith Murrary 1, Glenfinlas street Edinburgh, EH3 6AQ UK , United Kingdom, Email Id: , Website Address :",Social,79810
2017-2018,Delhi,Delhi,231650945,11,Elephant Family,Institutional,"17 18 Hayward s Place,London EC1R 0EQ UK, , United Kingdom, Email Id: , Website Address :",Social,9181917
2017-2018,Delhi,Delhi,231650945,12,CAF America,Institutional,"1800 Diagonal Road, Suite 150 Alexandria, VA 22314-2840 Virginia , United States of America, Email Id: , Website Address :",Social,1153128
2017-2018,Delhi,Delhi,231660472,1,MARTINE AND BERTRAM POHL FOUNDATION,Institutional,"78 RUE DU GOLF, L-1638 SENNINGERBER G , Luxembourg, Email Id: , Website Address :",Social,288188
2017-2018,Delhi,Delhi,231661494,1,E Hariram Chandra VR Eshwara r,Individual,"Calle Eucalipto 25, Mdrid 28016 , Spain, Email Id: eshwara.hari@mdlz.co m, Website Address :",Social,121920
2017-2018,Delhi,Delhi,231660555,1,Nasscom Foundation,Institutional,"A1-125, 3rd Floor, Safdarjung Enclave, Opposite Ambience Public School, New Delhi, Delhi 110029 , India, Email Id: , Website Address :",Social,8014219
2017-2018,Delhi,Delhi,231660555,2,Unitarian Universalist Association,Institutional,"24 farnsworth Street Boston MA 02210 , United States of America, Email Id: , Website Address :",Social,2073096.7
2017-2018,Delhi,Delhi,231660555,3,AMERICAN JEWISH WORLD SERVICE,Institutional,"45 WEST 36TH STREET, NEW YORK, NY 10018 , United States of America, Email Id: , Website Address :",Social,2950275
2017-2018,Delhi,Delhi,231660555,4,Human Capability Foundation,Institutional,"Unit-4, 10 Crossfield Road NW3  4NS,  U.K , United Kingdom, Email Id: , Website Address :",Social,1434930
